,Total Land Area (acres),Number of Cows,Product ID,Quantity (liters/kg),Overall Prices,Total Value of products available,Shelf Life (days),Quantity Sold (liters/kg),Price per Unit (sold),Approx. Total Revenue(INR),Quantity in Stock (liters/kg),Minimum Stock Threshold (liters/kg),Reorder Quantity (liters/kg),Year of recording data,clusters
2068,173.14,64,1,467.98,16.34,7646.7932,24,318,16.67,5301.06,149,22.4,148.49,2020,0
2069,595.35,63,1,745.07,78.85,58748.7695,2,254,77.14,19593.56,491,76.81,49.25,2020,1
2070,276.45,33,4,876.94,87.64,76855.0216,29,820,85.13,69806.6,56,54.56,78.77,2020,1
2071,706.19,57,7,695.0,24.81,17242.95,17,208,22.95,4773.6,487,57.47,34.64,2020,0
2072,416.62,96,10,306.96,81.46,25004.9616,92,62,78.91,4892.42,244,92.23,158.58,2020,0
2073,972.97,70,9,788.45,19.2,15138.24,7,134,23.81,3190.54,654,92.11,119.48,2020,0
2074,53.06,62,8,149.16,86.32,12875.4912,13,140,81.47,11405.8,9,25.63,185.72,2020,0
2075,735.84,62,4,275.3,29.94,8242.482,27,175,25.67,4492.25,100,31.4,32.15,2020,0
2076,74.48,63,2,754.66,13.83,10436.9478,38,71,18.07,1282.97,683,25.03,152.11,2020,0
2077,307.02,71,1,721.03,77.3,55735.619,1,372,74.51,27717.72,349,11.09,108.42,2020,1
2078,357.74,59,3,396.74,67.77,26887.0698,41,37,66.37,2455.69,359,70.54,93.51,2020,0
2079,455.17,50,1,37.4,32.01,1197.174,21,6,36.78,220.68,31,14.8,142.31,2020,0
2080,512.55,11,1,280.74,50.06,14053.8444,29,178,50.84,9049.52,102,31.61,97.18,2020,0
2081,469.46,23,8,552.5,82.84,45769.1,14,443,87.37,38704.91,109,90.26,66.48,2020,1
2082,684.45,80,10,449.28,57.8,25968.384,125,8,56.45,451.6,441,19.15,187.79,2020,0
2083,386.51,82,6,544.97,15.37,8376.1889,6,509,11.51,5858.59,35,76.37,106.13,2020,0
2084,260.45,45,8,706.55,35.63,25174.3765,12,599,37.74,22606.26,107,14.29,120.63,2020,2
2085,878.23,72,9,553.89,35.2,19496.928,13,522,39.54,20639.88,31,95.82,68.61,2020,2
2086,568.07,96,3,526.6,93.95,49474.07,34,120,92.45,11094.0,406,11.54,195.94,2020,2
2087,583.71,92,10,338.6,78.17,26468.362,122,328,75.99,24924.72,10,83.77,116.51,2020,2
2088,975.0,59,9,339.45,50.13,17016.6285,11,146,51.33,7494.18,193,72.68,116.24,2020,0
2089,287.58,73,9,234.06,78.48,18369.0288,11,31,79.12,2452.72,203,17.99,134.09,2020,0
2090,259.55,30,7,627.47,31.21,19583.3387,18,387,28.45,11010.15,240,11.22,169.87,2020,0
2091,313.91,62,2,199.89,37.8,7555.842,29,193,33.52,6469.36,6,36.83,67.96,2020,0
2092,13.25,63,9,157.64,40.54,6390.7256,11,87,43.05,3745.35,70,73.48,38.57,2020,0
2093,211.75,28,4,297.12,81.42,24191.5104,30,134,77.05,10324.7,163,40.28,42.76,2020,2
2094,278.87,81,1,913.18,70.04,63959.1272,22,692,68.42,47346.64,221,93.35,166.59,2020,1
2095,523.54,46,2,883.7,14.31,12645.747,26,250,17.28,4320.0,633,92.65,103.57,2020,0
2096,16.16,34,6,790.5,88.32,69816.96,5,211,92.0,19412.0,579,92.18,128.7,2020,1
2097,811.28,31,5,458.7,48.94,22448.778,26,117,44.1,5159.7,341,94.03,70.9,2020,0
2098,426.68,65,3,879.54,92.99,81788.4246,34,101,88.75,8963.75,778,25.39,129.6,2020,1
2099,229.21,54,6,200.02,62.76,12553.2552,6,198,61.84,12244.32,2,46.37,65.84,2020,0
2100,203.97,96,10,860.14,64.16,55186.5824,88,502,64.81,32534.62,358,60.44,163.64,2020,1
2101,800.72,83,6,490.56,87.97,43154.5632,5,482,84.7,40825.4,8,25.64,56.02,2020,1
2102,118.73,36,6,66.32,72.19,4787.6408,5,65,73.59,4783.35,1,90.3,72.17,2020,0
2103,370.7,10,4,769.71,12.0,9236.52,28,677,16.77,11353.29,92,43.32,35.0,2020,0
2104,948.7,96,5,689.83,80.54,55558.9082,25,283,85.53,24204.99,406,19.92,59.9,2020,1
2105,311.16,22,6,947.95,52.05,49340.7975,5,131,54.2,7100.2,816,57.78,174.32,2020,2
2106,549.59,75,3,301.07,26.75,8053.6225,51,77,29.88,2300.76,224,50.91,59.64,2020,0
2107,220.14,39,7,404.84,71.39,28901.5276,13,167,68.03,11361.01,237,45.77,185.38,2020,2
2108,881.28,78,10,463.97,59.24,27485.5828,92,1,63.79,63.79,462,62.2,70.91,2020,0
2109,297.56,80,7,100.3,92.57,9284.771,12,71,94.3,6695.3,29,87.09,161.9,2020,0
2110,755.44,76,3,617.09,75.67,46695.2003,42,550,75.0,41250.0,67,13.48,137.7,2020,1
2111,354.76,52,7,371.74,26.06,9687.5444,14,127,25.02,3177.54,244,86.37,178.08,2020,0
2112,644.81,77,9,307.33,56.54,17376.4382,7,7,57.31,401.17,300,23.62,23.93,2020,0
2113,238.1,10,3,603.3,78.68,47467.644,26,455,81.2,36946.0,148,65.31,84.92,2020,1
2114,422.74,29,3,602.97,71.2,42931.464,57,426,68.55,29202.3,176,18.72,177.88,2020,2
2115,771.98,11,1,485.25,43.75,21229.6875,1,44,38.86,1709.84,441,48.32,151.54,2020,0
2116,587.1,54,4,941.22,77.89,73311.6258,23,151,78.99,11927.49,790,31.84,122.47,2020,1
2117,424.58,67,8,419.67,24.6,10323.882,12,86,27.42,2358.12,333,55.37,78.69,2020,0
2118,741.05,40,2,798.33,40.67,32468.0811,40,137,40.19,5506.03,661,71.18,99.79,2020,2
2119,684.06,93,9,661.05,89.26,59005.323,9,615,89.03,54753.45,46,61.16,48.73,2020,1
2120,443.03,23,4,713.67,47.37,33806.5479,23,429,49.76,21347.04,284,39.73,96.8,2020,2
2121,658.52,52,8,634.95,82.1,52129.395,14,72,80.64,5806.08,562,99.17,89.8,2020,2
2122,47.87,99,6,708.21,33.21,23519.6541,5,205,37.45,7677.25,503,50.53,84.19,2020,0
2123,552.53,55,1,216.86,69.91,15160.6826,25,23,73.41,1688.43,193,30.08,46.07,2020,0
2124,46.11,87,4,10.4,48.2,501.28,27,9,46.68,420.12,1,54.97,106.19,2020,0
2125,386.05,29,7,115.64,40.32,4662.6048,18,93,44.91,4176.63,22,72.29,70.61,2020,0
2126,601.58,97,9,278.17,58.43,16253.4731,9,270,58.1,15687.0,8,21.2,79.5,2020,0
2127,901.96,60,3,330.15,62.77,20723.5155,80,70,62.06,4344.2,260,50.08,167.09,2020,0
2128,423.46,46,5,950.71,38.42,36526.2782,24,459,36.69,16840.71,491,41.25,182.23,2020,2
2129,460.84,74,5,649.83,63.81,41465.6523,21,587,63.58,37321.46,62,40.81,189.31,2020,2
2130,15.99,81,5,993.05,53.45,53078.5225,23,182,56.92,10359.44,811,83.34,100.62,2020,2
2131,927.03,97,3,232.91,16.41,3822.0531,58,8,15.41,123.28,224,84.52,67.56,2020,0
2132,735.34,91,10,261.52,90.98,23793.0896,93,108,87.64,9465.12,153,16.87,115.9,2020,0
2133,167.55,46,7,266.74,84.47,22531.5278,18,218,87.33,19037.94,48,78.71,186.2,2020,2
2134,686.64,73,5,287.81,40.15,11555.5715,29,86,44.49,3826.14,201,46.43,30.9,2020,0
2135,247.17,27,7,424.99,27.76,11797.7224,17,311,30.63,9525.93,113,26.95,64.23,2020,0
2136,653.94,27,2,775.62,15.51,12029.8662,34,524,20.25,10611.0,251,18.41,129.69,2020,0
2137,669.41,70,1,77.9,14.63,1139.677,2,24,14.85,356.4,53,87.45,43.06,2020,0
2138,841.29,71,3,840.0,72.11,60572.4,51,235,73.56,17286.6,605,51.15,150.38,2020,1
2139,561.76,24,4,977.9,96.21,94083.759,29,524,97.78,51236.72,453,87.89,87.66,2020,1
2140,110.34,45,2,247.92,45.74,11339.8608,31,141,44.98,6342.18,106,18.41,128.41,2020,0
2141,393.21,86,9,304.92,24.64,7513.2288,11,284,22.2,6304.8,20,55.72,57.17,2020,0
2142,776.91,20,9,617.64,91.81,56705.5284,14,564,92.68,52271.52,53,81.56,57.25,2020,1
2143,64.34,88,7,899.56,74.64,67143.1584,12,561,70.38,39483.18,338,30.41,134.33,2020,1
2144,561.01,87,2,97.51,61.85,6030.9935,25,18,61.17,1101.06,79,68.32,159.43,2020,0
2145,78.27,54,1,895.75,12.05,10793.7875,23,887,16.07,14254.09,8,95.0,153.48,2020,0
2146,520.26,28,3,518.66,68.57,35564.5162,85,299,73.06,21844.94,219,60.13,56.51,2020,2
2147,792.03,59,9,931.26,71.97,67022.7822,10,443,70.72,31328.96,488,23.16,145.06,2020,1
2148,756.05,23,2,486.19,33.88,16472.1172,34,9,34.02,306.18,477,76.96,111.9,2020,0
2149,878.72,55,10,336.73,38.9,13098.797,77,212,41.34,8764.08,124,52.55,120.82,2020,0
2150,228.45,47,7,656.86,84.64,55596.6304,18,429,84.0,36036.0,227,76.79,22.95,2020,1
2151,161.77,82,9,57.1,47.53,2713.963,8,36,45.6,1641.6,21,26.71,164.56,2020,0
2152,307.69,91,5,288.12,70.72,20375.8464,30,63,71.88,4528.44,225,46.33,99.29,2020,0
2153,525.17,42,5,891.91,47.08,41991.1228,30,114,44.08,5025.12,777,58.2,55.42,2020,2
2154,631.14,52,1,717.69,13.58,9746.2302,29,178,11.34,2018.52,539,50.01,102.07,2020,0
2155,720.86,54,1,698.51,71.69,50076.1819,1,88,69.23,6092.24,610,21.3,150.59,2020,2
2156,748.69,44,8,40.95,15.39,630.2205,13,40,18.21,728.4,0,31.01,184.07,2020,0
2157,142.96,86,3,109.51,24.2,2650.142,73,58,22.21,1288.18,51,54.25,78.31,2020,0
2158,872.77,88,4,353.46,27.3,9649.458,28,237,28.37,6723.69,116,43.44,51.93,2020,0
2159,463.06,84,1,676.76,27.5,18610.9,22,411,28.73,11808.03,265,97.54,160.09,2020,0
2160,985.12,62,10,111.61,26.19,2923.0659,67,81,22.38,1812.78,30,83.59,45.03,2020,0
2161,777.4,53,4,215.36,97.02,20894.2272,24,90,99.56,8960.4,125,88.15,74.44,2020,0
2162,362.18,34,6,287.82,78.94,22720.5108,7,270,81.44,21988.8,17,49.81,104.34,2020,2
2163,686.86,54,1,737.56,34.03,25099.1668,2,329,37.97,12492.13,408,26.44,158.56,2020,2
2164,390.16,57,2,457.21,33.37,15257.0977,36,247,37.43,9245.21,210,55.27,50.64,2020,0
2165,725.42,23,5,850.47,89.26,75912.9522,23,659,90.65,59738.35,191,21.76,22.55,2020,1
2166,167.76,22,8,121.14,74.98,9083.0772,14,100,72.8,7280.0,21,84.54,172.41,2020,0
2167,474.91,65,6,612.72,85.45,52356.924,7,310,83.4,25854.0,302,58.89,98.59,2020,1
2168,807.2,42,10,459.23,21.89,10052.5447,140,346,23.3,8061.8,113,35.71,199.92,2020,0
2169,669.92,46,6,30.61,41.35,1265.7235,6,29,40.68,1179.72,1,39.51,47.79,2020,0
2170,707.69,21,5,502.33,89.85,45134.3505,27,244,90.71,22133.24,258,23.64,176.29,2020,2
2171,521.87,98,3,628.05,83.37,52360.5285,53,302,84.9,25639.8,326,93.83,184.58,2020,1
2172,237.16,100,8,490.7,30.63,15030.141,8,124,29.71,3684.04,366,12.6,109.09,2020,0
2173,643.13,49,8,27.32,69.59,1901.1988,12,25,72.61,1815.25,2,39.24,77.09,2020,0
2174,293.24,71,4,326.05,12.76,4160.398,26,309,7.87,2431.83,17,43.61,78.43,2020,0
2175,738.12,64,5,877.76,19.96,17520.0896,26,618,19.96,12335.28,259,83.81,55.1,2020,0
2176,188.48,35,7,579.01,74.59,43188.3559,18,62,77.03,4775.86,517,13.81,72.97,2020,2
2177,115.15,10,6,363.7,76.74,27910.338,6,322,77.4,24922.8,41,58.4,145.72,2020,2
2178,436.61,46,1,442.92,74.13,32833.6596,1,221,78.72,17397.12,221,86.69,59.07,2020,2
2179,830.53,42,10,846.12,72.89,61673.6868,93,307,68.17,20928.19,539,64.03,91.07,2020,1
2180,375.26,46,1,953.34,48.88,46599.2592,2,761,45.55,34663.55,192,11.41,193.05,2020,1
2181,158.57,24,4,329.32,50.68,16689.9376,25,138,52.53,7249.14,191,78.57,59.5,2020,0
2182,143.49,39,9,69.78,46.87,3270.5886,14,45,50.2,2259.0,24,88.23,34.27,2020,0
2183,179.39,79,8,924.2,51.69,47771.898,7,919,51.64,47457.16,5,46.68,162.49,2020,1
2184,775.41,39,10,297.77,57.76,17199.1952,118,188,54.9,10321.2,109,13.24,144.56,2020,0
2185,970.31,29,4,533.42,67.93,36235.2206,29,377,65.49,24689.73,156,70.71,34.04,2020,2
2186,595.97,99,8,87.62,69.53,6092.2186,11,29,64.93,1882.97,58,81.99,138.49,2020,0
2187,209.08,30,5,581.3,47.29,27489.677,21,177,49.79,8812.83,404,39.13,157.19,2020,2
2188,861.95,21,8,147.77,83.85,12390.5145,11,145,83.07,12045.15,2,76.02,33.4,2020,0
2189,900.03,75,1,432.96,91.06,39425.3376,2,359,95.21,34180.39,73,27.7,136.23,2020,2
2190,390.66,31,10,486.92,25.48,12406.7216,92,244,25.73,6278.12,242,89.26,55.32,2020,0
2191,997.31,41,10,921.74,55.18,50861.6132,141,453,54.76,24806.28,468,89.29,134.26,2020,2
2192,551.16,98,1,902.25,56.04,50562.09,2,799,58.67,46877.33,103,40.74,113.74,2020,1
2193,115.29,54,9,28.99,40.75,1181.3425,7,20,41.88,837.6,8,72.88,143.01,2020,0
2194,286.26,70,5,50.4,52.51,2646.504,25,8,53.26,426.08,42,14.58,96.39,2020,0
2195,120.37,41,3,491.23,93.1,45733.513,56,448,91.7,41081.6,43,88.0,174.95,2020,1
2196,43.23,36,2,406.06,54.94,22308.9364,29,184,55.2,10156.8,222,72.68,196.07,2020,0
2197,506.18,71,2,334.25,94.78,31680.215,26,64,95.25,6096.0,270,15.07,118.53,2020,2
2198,246.06,54,3,811.97,12.22,9922.2734,46,388,12.22,4741.36,423,89.94,166.38,2020,0
2199,69.68,98,1,45.54,29.24,1331.5896,24,21,31.9,669.9,24,48.13,86.37,2020,0
2200,501.86,61,6,544.08,23.79,12943.6632,7,509,22.21,11304.89,35,98.94,70.05,2020,0
2201,660.63,53,1,910.81,68.3,62208.323,2,212,64.34,13640.08,698,45.54,30.38,2020,1
2202,14.45,12,2,513.86,83.47,42891.8942,39,160,87.4,13984.0,353,50.4,103.86,2020,2
2203,67.05,62,5,467.49,83.05,38825.0445,24,420,81.75,34335.0,47,90.16,86.46,2020,2
2204,736.5,30,8,844.21,71.04,59972.6784,13,634,68.24,43264.16,210,16.6,168.19,2020,1
2205,864.47,70,3,669.15,41.05,27468.6075,67,151,36.71,5543.21,518,45.63,165.65,2020,2
2206,708.9,67,6,391.2,54.8,21437.76,7,81,52.84,4280.04,310,59.09,133.88,2020,0
2207,505.21,97,6,478.22,22.54,10779.0788,7,477,22.25,10613.25,1,10.03,104.71,2020,0
2208,681.13,39,2,332.75,11.91,3963.0525,34,29,9.52,276.08,303,66.11,86.42,2020,0
2209,323.7,88,7,739.84,71.73,53068.7232,13,5,74.89,374.45,734,18.46,160.14,2020,2
2210,128.24,85,4,479.44,94.73,45417.3512,22,219,93.13,20395.47,260,77.9,92.44,2020,2
2211,777.56,97,10,954.37,92.38,88164.7006,146,309,88.89,27467.01,645,74.35,63.03,2020,1
2212,684.05,60,5,531.27,92.73,49264.6671,22,288,92.47,26631.36,243,22.29,118.89,2020,2
2213,733.51,82,7,700.15,43.28,30302.492,15,263,45.18,11882.34,437,82.2,199.32,2020,2
2214,847.6,86,2,59.48,87.58,5209.2584,27,38,82.58,3138.04,21,45.4,170.61,2020,0
2215,899.31,63,4,398.03,69.4,27623.282,22,219,67.18,14712.42,179,19.46,178.22,2020,2
2216,161.73,65,7,738.57,45.44,33560.6208,14,428,43.63,18673.64,310,99.83,121.6,2020,2
2217,424.09,55,9,545.27,98.79,53867.2233,11,535,103.57,55409.95,10,21.09,154.9,2020,1
2218,293.19,67,10,447.91,37.49,16792.1459,130,373,39.82,14852.86,74,17.79,136.55,2020,0
2219,584.92,36,4,498.17,76.98,38349.1266,23,317,76.62,24288.54,181,76.39,106.39,2020,2
2220,655.03,24,4,140.84,25.75,3626.63,30,34,26.98,917.32,106,64.48,98.98,2020,0
2221,900.42,72,8,23.41,50.12,1173.3092,10,22,54.15,1191.3,1,68.75,47.77,2020,0
2222,965.81,55,5,449.4,24.83,11158.602,27,261,28.58,7459.38,188,55.56,30.41,2020,0
2223,878.27,98,7,907.9,65.02,59031.658,17,559,68.16,38101.44,348,58.84,58.94,2020,1
2224,60.31,20,5,156.73,36.32,5692.4336,27,148,39.13,5791.24,8,62.82,113.68,2020,0
2225,123.11,94,4,580.88,78.16,45401.5808,21,190,76.33,14502.7,390,87.82,194.6,2020,2
2226,889.47,45,8,271.56,89.95,24426.822,13,73,94.26,6880.98,198,53.71,190.92,2020,0
2227,611.94,55,4,253.26,48.36,12247.6536,30,76,46.03,3498.28,177,67.52,178.24,2020,0
2228,988.11,48,1,669.53,24.31,16276.2743,2,630,21.65,13639.5,39,97.55,76.17,2020,0
2229,900.52,80,8,11.58,12.93,149.7294,7,1,16.3,16.3,10,55.25,130.51,2020,0
2230,642.67,94,9,150.05,66.29,9946.8145,7,124,64.78,8032.72,26,42.97,53.24,2020,0
2231,904.81,58,6,274.27,80.83,22169.2441,6,61,77.58,4732.38,213,64.77,81.69,2020,0
2232,929.05,48,8,437.47,33.97,14860.8559,13,29,33.3,965.7,408,42.03,129.26,2020,0
2233,794.16,65,8,869.89,13.26,11534.7414,12,632,9.45,5972.4,237,98.65,115.53,2020,0
2234,970.72,25,7,30.51,21.86,666.9486,17,15,17.19,257.85,15,30.86,191.85,2021,0
2235,613.28,34,10,444.64,22.1,9826.544,64,392,26.86,10529.12,52,12.85,186.07,2021,0
2236,647.03,74,5,750.7,86.58,64995.606,26,696,83.73,58276.08,54,31.69,187.36,2021,1
2237,235.09,12,9,402.34,79.84,32122.8256,12,252,75.54,19036.08,150,86.88,51.43,2021,2
2238,214.26,91,9,720.23,83.29,59987.9567,9,596,82.38,49098.48,124,52.84,36.92,2021,1
2239,486.36,51,8,361.21,53.45,19306.6745,10,325,50.11,16285.75,36,80.17,152.24,2021,0
2240,890.59,69,9,571.04,87.9,50194.416,8,323,86.77,28026.71,248,14.07,26.34,2021,1
2241,587.83,20,2,650.03,57.57,37422.2271,31,74,52.88,3913.12,576,71.8,107.14,2021,2
2242,769.55,84,8,773.21,16.48,12742.5008,9,475,14.64,6954.0,298,29.75,144.75,2021,0
2243,360.91,71,2,462.49,66.49,30750.9601,38,110,71.38,7851.8,352,94.94,82.36,2021,2
2244,893.98,82,3,617.67,82.82,51155.4294,29,610,78.69,48000.9,7,95.74,85.69,2021,1
2245,974.54,72,10,866.31,22.88,19821.1728,130,314,18.44,5790.16,552,23.27,150.78,2021,0
2246,995.96,43,4,72.2,42.09,3038.898,26,6,45.82,274.92,66,77.32,73.06,2021,0
2247,451.11,39,3,111.45,76.52,8528.154,41,57,80.95,4614.15,54,28.28,134.72,2021,0
2248,652.57,17,4,157.42,38.59,6074.8378,23,134,36.97,4953.98,23,43.67,125.23,2021,0
2249,212.67,34,6,808.92,94.97,76823.1324,6,238,92.82,22091.16,570,67.28,158.37,2021,1
2250,449.88,28,8,877.57,83.56,73329.7492,8,855,84.48,72230.4,22,34.43,54.45,2021,1
2251,876.46,21,2,196.55,78.27,15383.9685,35,157,74.43,11685.51,39,17.79,67.16,2021,0
2252,290.77,38,2,226.35,45.24,10240.074,30,18,49.91,898.38,208,32.73,37.76,2021,0
2253,956.49,43,2,590.59,58.52,34561.3268,26,541,60.77,32876.57,49,42.44,81.19,2021,2
2254,439.9,66,5,261.86,46.19,12095.3134,24,240,45.29,10869.6,21,94.86,32.24,2021,0
2255,392.26,59,8,649.7,83.26,54094.022,13,563,80.35,45237.05,86,22.78,184.88,2021,1
2256,526.28,59,6,520.42,71.39,37152.7838,5,143,72.26,10333.18,377,11.62,58.75,2021,2
2257,50.0,88,9,925.38,77.9,72087.102,10,855,79.49,67963.95,70,51.25,33.08,2021,1
2258,264.39,27,6,673.59,21.21,14286.8439,6,485,26.19,12702.15,188,34.08,169.26,2021,0
2259,306.61,43,2,508.79,39.96,20331.2484,35,115,40.1,4611.5,393,85.57,115.92,2021,0
2260,614.37,23,2,640.63,87.92,56324.1896,26,355,88.82,31531.1,285,95.23,169.82,2021,1
2261,946.86,20,7,574.13,75.58,43392.7454,14,484,71.17,34446.28,90,16.21,125.47,2021,2
2262,26.61,16,10,7.71,70.0,539.7,115,3,74.08,222.24,4,38.81,89.71,2021,0
2263,994.75,81,3,780.56,65.04,50767.6224,74,158,61.49,9715.42,622,35.54,164.83,2021,2
2264,319.73,65,4,821.24,41.42,34015.7608,28,238,39.23,9336.74,583,61.96,114.32,2021,2
2265,740.73,29,6,487.4,84.11,40995.214,5,267,85.01,22697.67,220,61.49,127.07,2021,2
2266,121.83,34,1,388.54,94.33,36650.9782,25,315,95.46,30069.9,73,22.38,146.93,2021,2
2267,288.03,92,9,31.51,49.02,1544.6202,10,17,50.71,862.07,14,58.26,110.75,2021,0
2268,74.84,67,8,615.92,88.87,54736.8104,11,539,89.44,48208.16,76,41.25,165.98,2021,1
2269,339.56,51,10,131.64,86.16,11342.1024,94,12,86.82,1041.84,119,80.86,89.08,2021,0
2270,538.71,72,6,263.43,18.06,4757.5458,6,181,20.47,3705.07,82,18.54,188.51,2021,0
2271,580.91,63,7,677.05,83.91,56811.2655,17,80,85.22,6817.6,597,25.82,46.49,2021,2
2272,460.02,85,10,500.55,91.57,45835.3635,88,173,89.2,15431.6,327,67.61,176.95,2021,2
2273,535.42,59,10,47.91,93.4,4474.794,113,26,93.74,2437.24,21,84.31,127.7,2021,0
2274,722.44,51,5,450.06,29.22,13150.7532,28,54,31.47,1699.38,396,84.73,123.32,2021,0
2275,199.87,38,9,223.5,17.23,3850.905,9,170,17.02,2893.4,53,88.57,182.48,2021,0
2276,98.07,87,7,101.56,18.99,1928.6244,14,26,21.19,550.94,75,52.26,113.92,2021,0
2277,709.56,61,6,170.75,94.88,16200.76,5,59,96.9,5717.1,111,51.24,95.73,2021,0
2278,78.43,27,8,842.56,78.0,65719.68,11,211,75.4,15909.4,631,21.66,100.32,2021,1
2279,394.86,88,5,187.54,67.18,12598.9372,22,5,62.68,313.4,182,49.99,83.97,2021,0
2280,497.66,89,3,385.32,35.9,13832.988,76,172,31.53,5423.16,213,32.86,140.49,2021,0
2281,25.25,43,2,598.28,64.39,38523.2492,32,506,68.75,34787.5,92,37.98,53.75,2021,2
2282,886.42,64,1,962.97,90.98,87611.0106,26,562,85.98,48320.76,400,55.23,108.59,2021,1
2283,14.89,21,4,884.04,46.42,41037.1368,26,452,50.23,22703.96,432,63.98,52.26,2021,2
2284,215.95,90,2,266.24,68.08,18125.6192,28,142,72.95,10358.9,124,28.39,114.85,2021,0
2285,208.38,86,10,837.45,86.66,72573.417,115,557,89.65,49935.05,280,91.67,39.21,2021,1
2286,679.36,23,7,925.48,85.59,79211.8332,13,901,81.08,73053.08,24,10.54,20.21,2021,1
2287,214.64,73,2,619.12,22.14,13707.3168,32,333,26.28,8751.24,286,48.44,90.08,2021,0
2288,482.84,67,3,694.33,37.5,26037.375,47,409,32.51,13296.59,285,60.12,130.22,2021,2
2289,185.39,46,5,954.64,55.83,53297.5512,29,913,51.08,46636.04,41,23.54,22.19,2021,1
2290,953.33,33,6,1.58,46.39,73.2962,6,1,48.12,48.12,0,85.53,173.2,2021,0
2291,754.49,68,7,209.5,98.18,20568.71,12,80,93.19,7455.2,129,61.02,196.2,2021,0
2292,120.01,15,7,473.39,79.79,37771.7881,15,88,77.67,6834.96,385,80.8,181.52,2021,2
2293,983.65,31,8,544.85,55.46,30217.381,12,8,50.55,404.4,536,79.68,52.53,2021,2
2294,773.23,35,2,503.98,82.16,41406.9968,26,82,83.17,6819.94,421,26.49,116.46,2021,2
2295,802.68,48,6,936.12,61.5,57571.38,6,157,59.44,9332.08,779,65.92,153.37,2021,2
2296,561.32,56,2,480.36,47.97,23042.8692,30,320,43.56,13939.2,160,68.41,139.59,2021,2
2297,837.07,67,4,47.12,85.84,4044.7808,27,18,84.7,1524.6,29,52.38,51.69,2021,0
2298,508.22,79,10,618.64,29.75,18404.54,69,608,27.7,16841.6,10,50.07,176.04,2021,0
2299,593.99,60,3,427.74,47.56,20343.3144,54,99,44.65,4420.35,328,39.47,44.04,2021,0
2300,188.13,90,6,423.01,93.64,39610.6564,6,145,97.68,14163.6,278,45.85,154.67,2021,2
2301,440.68,35,7,109.49,30.25,3312.0725,12,91,28.52,2595.32,18,86.33,100.97,2021,0
2302,685.89,89,6,726.46,73.27,53227.7242,6,570,71.7,40869.0,156,76.25,152.96,2021,1
2303,809.45,34,6,330.91,78.3,25910.253,5,160,77.07,12331.2,170,89.61,44.21,2021,2
2304,484.08,37,2,20.38,52.93,1078.7134,39,11,55.79,613.69,9,97.58,128.37,2021,0
2305,363.66,21,4,228.11,46.01,10495.3411,27,181,44.87,8121.47,47,97.5,99.18,2021,0
2306,211.39,32,4,398.21,22.37,8907.9577,24,190,22.66,4305.4,208,76.23,91.78,2021,0
2307,920.31,18,3,46.05,81.56,3755.838,56,31,83.55,2590.05,15,12.93,194.5,2021,0
2308,39.69,93,5,34.61,72.6,2512.686,28,24,73.86,1772.64,10,33.25,188.85,2021,0
2309,696.75,83,2,917.01,33.49,30710.6649,37,602,30.0,18060.0,315,39.54,24.19,2021,2
2310,231.24,30,2,639.74,47.71,30521.9954,39,385,49.08,18895.8,254,55.04,198.81,2021,2
2311,401.13,32,2,990.76,99.96,99036.3696,40,758,100.59,76247.22,232,80.02,72.45,2021,1
2312,652.74,88,3,253.73,18.58,4714.3034,59,48,19.43,932.64,205,74.17,23.41,2021,0
2313,794.86,93,7,616.38,18.35,11310.573,13,222,13.69,3039.18,394,54.47,138.78,2021,0
2314,623.07,76,8,78.56,74.96,5888.8576,8,38,74.83,2843.54,40,20.97,189.48,2021,0
2315,747.9,82,6,684.08,88.72,60691.5776,7,683,85.8,58601.4,1,80.45,60.92,2021,1
2316,987.14,52,7,524.71,49.39,25915.4269,17,167,45.86,7658.62,357,33.58,118.33,2021,2
2317,895.34,51,8,868.06,68.4,59375.304,14,494,70.12,34639.28,374,77.61,79.24,2021,1
2318,804.18,15,7,824.6,38.51,31755.346,13,649,41.11,26680.39,175,53.79,136.55,2021,2
2319,118.27,47,5,945.93,23.77,22484.7561,21,889,28.56,25389.84,56,56.42,147.15,2021,2
2320,926.21,90,5,351.78,56.95,20033.871,27,115,56.88,6541.2,236,72.06,178.06,2021,0
2321,113.47,69,5,498.74,16.94,8448.6556,23,356,14.07,5008.92,142,34.47,154.21,2021,0
2322,166.33,29,4,383.46,77.61,29760.3306,21,256,76.66,19624.96,127,34.24,73.01,2021,2
2323,557.52,49,6,85.73,15.04,1289.3792,7,74,19.8,1465.2,11,63.94,78.48,2021,0
2324,682.76,46,2,623.03,97.42,60695.5826,38,373,95.0,35435.0,250,72.13,73.73,2021,1
2325,221.7,50,3,918.3,32.79,30111.057,30,337,36.97,12458.89,581,55.6,185.84,2021,2
2326,699.13,47,10,779.75,87.66,68352.885,65,200,83.75,16750.0,579,67.13,80.22,2021,1
2327,816.9,21,9,381.78,23.83,9097.8174,10,82,20.25,1660.5,299,39.14,188.98,2021,0
2328,729.31,60,3,531.48,43.59,23167.2132,61,342,42.04,14377.68,189,40.27,161.47,2021,2
2329,205.67,60,8,259.71,90.46,23493.3666,9,116,95.41,11067.56,143,14.63,113.55,2021,0
2330,783.8,22,4,301.18,76.36,22998.1048,29,62,75.7,4693.4,239,82.13,48.95,2021,0
